Gene_name	Single_cell_score	Protein_interaction_score	Genetic_interaction_score	Motif_score	Phylogenetic_tree_score	Publication_score	Protein_atlas_score	Mean_score	Order
LPAR4	0	0.0467092568709197	0	0	0.25635103926097	0.115094604903781	0	0.41815490103567	1996
HSPA1B	0.115720689002124	0.0432925612294357	0	0	0.025635103926097	0.233462042174494	0	0.41811039633215	1997
CTNNB1	0	0.0302148813999895	0.00948964128187624	0	0.025635103926097	0.35264768753694	0	0.417987314144902	1998
MAP3K7	0	0.0267832866525805	0	0	0.025635103926097	0.0420013487089627	0.323325635103926	0.417745374391566	1999
NCOA3	0.0933326639220805	0.0227633720193723	0	0	0.25635103926097	0.0452741810758948	0	0.417721256278318	2000
SYP	0	0.0569084300484306	0	0	0.25635103926097	0.104457899711251	0	0.417717369020652	2001
POU2AF1	0.193693298642578	0.0172914075916385	0	0	0.153810623556582	0.0529107899320699	0	0.417706119722868	2002
DOC2A	0.293484116962357	0.042816818798343	0	0.0250742329264269	0.025635103926097	0.0302736993941224	0	0.417283972007346	2003
MYLK	0.260580193137857	0.04757424310927	0	0	0.025635103926097	0.08345722535677	0	0.417246765529994	2004
TM9SF2	0.182014523468211	0.0513801825580117	0	0	0.025635103926097	0.158186897735054	0	0.417216707687373	2005
TACR3	0.142268510674977	0	0	0	0.25635103926097	0.0185460500792822	0	0.417165600015229	2006
LZTS3	0	0.0906709103964912	0	0	0.25635103926097	0.0700931598584637	0	0.417115109515925	2007
PHC3	0.0967271251461536	0.0405633020194829	0	0	0.25635103926097	0.0234552986296804	0	0.417096765056287	2008
UBN1	0.0974180331829119	0	0	0	0.25635103926097	0.0632747590940217	0	0.417043831537903	2009
C17orf75	0.131272526984066	0.0291932855443248	0	0	0.25635103926097	0	0	0.41681685178936	2010
MAP2K5	0.00686437174863251	0.0468308955606877	0	0	0.025635103926097	0.0139095375594617	0.323325635103926	0.416565543898805	2011
CCDC59	0.120908906432692	0.0119887092635361	0	0	0.153810623556582	0.129822350554976	0	0.416530589807786	2012
RABL6	0.154072492197088	0.0570890917311241	0	0	0.025635103926097	0.09873044306912	0.0808314087759815	0.41635853969941	2013
ESR1	0.0466718461205535	0.0143164595362881	0	0	0.25635103926097	0.0990031790996977	0	0.416342524017509	2014
KNSTRN	0	0.163482399048219	0	0	0.153810623556582	0.0990031790996977	0	0.416296201704499	2015
AMOT	0	0.0649388418441536	0	0	0.25635103926097	0.0949121386410325	0	0.416202019746156	2016
YBEY	0.148545227903022	0.0112394149345651	0	0	0.25635103926097	0	0	0.416135682098557	2017
RBM24	0.229226961343195	0	0	0	0.025635103926097	0.161186994071409	0	0.416049059340701	2018
RXYLT1	0.125054354653241	0	0	0	0.25635103926097	0.0343647398527876	0	0.415770133766999	2019
GID4	0	0.0214084093991715	0	0	0.025635103926097	0.0452741810758948	0.323325635103926	0.415643329505089	2020
PPARA	0.0754866380732432	0.0310052825781105	0	0	0.25635103926097	0.0526380539014922	0	0.415481013813816	2021
TRIM44	0.128133599912009	0.0702463433410316	0	0	0.153810623556582	0.0632747590940217	0	0.415465325903644	2022
LYRM7	0.143017963608956	0.0160563070493786	0	0	0.25635103926097	0	0	0.415425309919304	2023
DHX40	0.2132640366706	0.0163979306036207	0	0	0.025635103926097	0.160096049949098	0	0.415393121149415	2024
ZNF440	0.273540640111325	0.0528913643979532	0	0	0.025635103926097	0.0632747590940217	0	0.415341867529396	2025
NPIPA1	0.158908848454395	0	0	0	0.25635103926097	0	0	0.415259887715365	2026
CLEC16A	0	0.042816818798343	0	0	0.025635103926097	0.0234552986296804	0.323325635103926	0.415232856458047	2027
GPBP1	0.127968139837469	0.030828109534807	0	0	0.25635103926097	0	0	0.415147288633246	2028
CEP170	0	0.179052151338525	0	0	0.025635103926097	0.129549614524398	0.0808314087759815	0.415068278565002	2029
CENPH	0	0.0999059105294671	0	0.0125371164632135	0.153810623556582	0.148641136664835	0	0.414894787214098	2030
GTSE1	0	0.0512175870435876	0	0	0.25635103926097	0.0264553949660349	0.0808314087759815	0.414855430046574	2031
KCNQ1	0.336258660508083	0	0	0	0.025635103926097	0.0529107899320699	0	0.41480455436625	2032
IRF1	0.122568416583944	0.0358466389939616	0	0	0.25635103926097	0	0	0.414766094838875	2033
NCALD	0	0.0192675684592544	0	0	0.25635103926097	0.139095375594617	0	0.414713983314841	2034
SDAD1	0.054581734903901	0.0111006567254963	0	0	0.025635103926097	0	0.323325635103926	0.41464313065942	2035
EFHD2	0.167217236238197	0	0	0.0250742329264269	0.102540415704388	0.119731117423601	0	0.414563002292613	2036
PKIB	0.180783946247124	0	0	0	0.153810623556582	0.0799116569592601	0	0.414506226762966	2037
IPO5	0.148890681921401	0.0504198053139367	0	0	0.025635103926097	0.189551541251487	0	0.414497132412922	2038
WDR48	0	0.0163482399048219	0.0359250705671029	0	0.025635103926097	0.336556261732857	0	0.414464676130878	2039
ANKRD66	0.388624075981679	0	0	0	0.025635103926097	0	0	0.414259179907776	2040
TASOR2	0.110545285881318	0.0317348186387719	0	0	0.25635103926097	0.0155459537429277	0	0.414177097523988	2041
QSER1	0	0.0214084093991715	0.027558958243257	0	0.25635103926097	0.108821676200494	0	0.414140083103893	2042
KNDC1	0.223746746226022	0	0	0	0.025635103926097	0.164732562468919	0	0.414114412621038	2043
CKLF	0.201357421970162	0	0	0	0.153810623556582	0.0589109826047788	0	0.414079028131523	2044
SHARPIN	0.107090745697527	0.00651560286061742	0	0	0.25635103926097	0.0439105009230064	0	0.413867888742121	2045
ABO	0.162310407614638	0	0	0	0.153810623556582	0.0976394989468093	0	0.413760530118029	2046
SYNPO2	0	0.0583865710886496	0	0	0.25635103926097	0.0990031790996977	0	0.413740789449317	2047
CATSPERB	0	0	0	0	0.25635103926097	0.157368689643321	0	0.413719728904291	2048
OPN1MW	0	0	0	0	0.25635103926097	0.157368689643321	0	0.413719728904291	2049
OPN1MW2	0	0	0	0	0.25635103926097	0.157368689643321	0	0.413719728904291	2050
RASA1	0	0.0303767971204461	0	0	0.025635103926097	0.0343647398527876	0.323325635103926	0.413702276003257	2051
TMEM45B	0.231780477679771	0	0	0	0.025635103926097	0.15627774552101	0	0.413693327126878	2052
WDCP	0	0.0817411995241094	0	0	0.25635103926097	0.0755478804700173	0	0.413640119255097	2053
RAB10	0	0.0414993782199325	0.0205286117526302	0	0.025635103926097	0.325919556540327	0	0.413582650438987	2054
AAMDC	0.14509068771923	0.0513801825580117	0	0	0.153810623556582	0.0632747590940217	0	0.413556252927846	2055
MME	0	0.0201302954051911	0	0	0.025635103926097	0.0441832369535841	0.323325635103926	0.413274271388798	2056
CCDC82	0.135724682096442	0.0604472735976608	0	0	0.153810623556582	0.0632747590940217	0	0.413257338344706	2057
TASOR	0.0911998608520877	0.0550501955978696	0	0	0.25635103926097	0.0106367051925295	0	0.413237800903457	2058
TP53INP2	0.138117472428405	0	0	0	0.25635103926097	0.0185460500792822	0	0.413014561768657	2059
SMIM27	0.15656629714564	0	0	0	0.25635103926097	0	0	0.41291733640661	2060
ETS1	0	0.0168066017713122	0	0	0.25635103926097	0.139640847655772	0	0.412798488688054	2061
ABHD6	0.146315081708422	0	0	0	0.025635103926097	0.240825915000091	0	0.41277610063461	2062
GADD45A	0.101947986745657	0	0	0	0.25635103926097	0.0542744700849583	0	0.412573496091585	2063
MAVS	0.134036159131099	0.0221466304129361	0	0	0.25635103926097	0	0	0.412533828805005	2064
ALPG	0	0	0	0	0.025635103926097	0.0632747590940217	0.323325635103926	0.412235498124045	2065
HNF4A	0.0864288770904674	0.0051527403711473	0	0.0125371164632135	0.25635103926097	0.0512743737486038	0	0.411744146934402	2066
CHST3	0	0.110100391195739	0	0	0.25635103926097	0.0452741810758948	0	0.411725611532604	2067
KCNK1	0.155296886186279	0	0	0	0.25635103926097	0	0	0.411647925447249	2068
PLPP2	0.322711461949829	0	0	0	0.025635103926097	0.0632747590940217	0	0.411621324969947	2069
PTPRT	0.305886015508774	0	0	0	0.025635103926097	0.0799116569592601	0	0.411432776394131	2070
NSUN7	0.242290784687013	0	0	0	0.025635103926097	0.143459152083859	0	0.411385040696969	2071
LNPEP	0	0.0224788298691301	0	0	0.025635103926097	0.0398194604643412	0.323325635103926	0.411259029363494	2072
ACTA2	0	0.0278498777139665	0	0	0.025635103926097	0.0343647398527876	0.323325635103926	0.411175356596777	2073
MTFR1L	0.115381642138626	0.0608449530292243	0	0	0.153810623556582	0.0810026010815709	0	0.411039819806003	2074
CCDC12	0.172036101152802	0	0	0	0.153810623556582	0.085093641540236	0	0.41094036624962	2075
AMOTL2	0	0.0503022766302212	0	0	0.25635103926097	0.0234552986296804	0.0808314087759815	0.410940023296853	2076
NUDT9	0.156145216307362	0	0	0	0.102540415704388	0.152186705062345	0	0.410872337074096	2077
CCDC126	0	0.042816818798343	0	0.0125371164632135	0.25635103926097	0.0990031790996977	0	0.410708153622224	2078
MANBAL	0.166854290877115	0.0267605117489644	0	0	0.153810623556582	0.0632747590940217	0	0.410700185276683	2079
FBXO6	0.0134454571631731	0.0257719068563275	0	0	0.25635103926097	0.115094604903781	0	0.410663008184251	2080
SNX21	0	0.154140547674035	0	0	0.25635103926097	0	0	0.410491586935005	2081
NECTIN4	0.15403221774677	0	0	0	0.25635103926097	0	0	0.41038325700774	2082
SNAP47	0	0.0396685232984649	0	0	0.25635103926097	0.114276396812048	0	0.410295959371483	2083
SH3PXD2B	0	0.0611668839976329	0	0	0.025635103926097	0	0.323325635103926	0.410127623027656	2084
JAGN1	0.170654285079285	0.0517498241591484	0	0	0.102540415704388	0.085093641540236	0	0.410038166483058	2085
GTF2IRD2B	0.153381584160329	0	0	0	0.25635103926097	0	0	0.409732623421299	2086
PPP1R15A	0.0689225825886133	0.0210328232693615	0	0	0.25635103926097	0.0632747590940217	0	0.409581204212966	2087
PCED1A	0.106399837660769	0.0467092568709197	0	0	0.25635103926097	0	0	0.409460133792659	2088
CAT	0.205537852876117	0.0301729259988323	0	0	0.025635103926097	0.147822928573102	0	0.409168811374149	2089
CEP85L	0	0.0963378422962718	0	0	0.25635103926097	0.0564563583295797	0	0.409145239886821	2090
CD74	0.0940596953839857	0.023507273065757	0	0	0.25635103926097	0.0351829479445207	0	0.409100955655233	2091
BICD2	0	0.0663309733843183	0.0359250705671029	0	0.25635103926097	0.0504561656568707	0	0.409063248869262	2092
EFCAB14	0.152690676123571	0	0	0	0.25635103926097	0	0	0.409041715384541	2093
OAZ2	0.115959701440218	0.0367001303985798	0	0	0.25635103926097	0	0	0.409010871099767	2094
ST8SIA4	0.188865688056622	0.0968318825131758	0	0	0.025635103926097	0.0976394989468093	0	0.408972173442704	2095
CCT7	0.224545111946428	0.0394976855581614	0	0	0.025635103926097	0.119185645362446	0	0.408863546793133	2096
TNRC6C	0	0.051590757076692	0	0	0.25635103926097	0.100912331313741	0	0.408854127651403	2097
CDH23	0	0.0395232173523167	0	0	0.102540415704388	0.266735837904971	0	0.408799470961675	2098
CASC3	0.0787261810023351	0.0103350941927035	0	0	0.25635103926097	0.0632747590940217	0	0.40868707355003	2099
TRIM41	0.132620089178123	0.0196536217435017	0	0	0.25635103926097	0	0	0.408624750182594	2100
OCLN	0.128511898785019	0.0236619261780317	0	0	0.25635103926097	0	0	0.40852486422402	2101
AK2	0	0.00691656303665542	0	0	0.025635103926097	0.375830250136043	0	0.408381917098795	2102
NPPC	0	0.0576380253054618	0	0	0.25635103926097	0.0943666665798771	0	0.408355731146309	2103
TMEM47	0	0.0302236367988304	0.0239500470447353	0	0.25635103926097	0.0976394989468093	0	0.408164222051345	2104
PIN1	0.137887828843558	0.0237313159908705	0	0.0250742329264269	0.025635103926097	0.195824469954774	0	0.408152951641726	2105
IFITM10	0.254309546778924	0	0	0	0.153810623556582	0	0	0.408120170335506	2106
DHRS4	0.296554649573455	0	0	0	0.025635103926097	0.0859118496319691	0	0.408101603131521	2107
TOPORS	0.08636350459478	0.0124882388161834	0	0	0.025635103926097	0.283372735770209	0	0.40785958310727	2108
GSKIP	0.0589473278772151	0.042816818798343	0	0	0.25635103926097	0.0496379575651377	0	0.407753143501666	2109
MACIR	0	0	0	0	0.153810623556582	0.25391724446782	0	0.407727868024402	2110
EPS8L2	0.227741312603431	0.0247473356357396	0	0	0.102540415704388	0.0526380539014922	0	0.407667117845051	2111
ZFP2	0	0.0270422013463219	0	0	0.025635103926097	0.0313646435164332	0.323325635103926	0.407367583892778	2112
TMEM54	0.229381468203736	0.024084460574068	0	0	0.153810623556582	0	0	0.407276552334386	2113
PCLAF	0	0	0	0	0.25635103926097	0.0700931598584637	0.0808314087759815	0.407275607895415	2114
NR4A3	0.11306368698195	0.00749294328971003	0	0	0.25635103926097	0.0302736993941224	0	0.407181368926752	2115
NFATC2IP	0.100872573366703	0	0	0	0.25635103926097	0.0499106935957154	0	0.407134306223388	2116
MVP	0.0592227711676947	0.0276662521466217	0	0	0.25635103926097	0.063820231155177	0	0.407060293730463	2117
GZMK	0	0.0395232173523167	0	0	0.025635103926097	0.0185460500792822	0.323325635103926	0.407030006461622	2118
TRPV4	0.169633227949013	0.028544545865562	0	0	0.051270207852194	0.157368689643321	0	0.40681667131009	2119
CC2D1A	0.129890710910549	0.179830638953041	0	0	0.025635103926097	0.0714568400113521	0	0.406813293801039	2120
ID2	0	0.0352609095986355	0	0	0.25635103926097	0.0343647398527876	0.0808314087759815	0.406808097488375	2121
LGALSL	0	0	0	0	0.25635103926097	0.150277552848301	0	0.406628592109271	2122
PPP4R3B	0.18716281223848	0.015188398560223	0	0	0.025635103926097	0.0976394989468093	0.0808314087759815	0.406457222447591	2123
CDR2	0	0.0630984698080845	0	0	0.25635103926097	0.0870027937542798	0	0.406452302823334	2124
CKAP5	0	0.062010565156221	0.0137794791216285	0	0.025635103926097	0.224189017134853	0.0808314087759815	0.406445574114781	2125
SPATS1	0	0.0248613786571024	0	0	0.25635103926097	0.125185838035155	0	0.406398255953227	2126
ZFP90	0.137754527067323	0.0221466304129361	0	0	0.025635103926097	0.13991358368635	0.0808314087759815	0.406281253868687	2127
CNTN1	0	0.0642252281975146	0	0	0.25635103926097	0.0856391136013914	0	0.406215381059876	2128
CCDC87	0	0.0513801825580117	0	0	0.25635103926097	0.0984577070385423	0	0.406188928857524	2129
AZIN1	0.317251306952258	0	0	0	0.025635103926097	0.0632747590940217	0	0.406161169972377	2130
TGM3	0	0.0315492349040422	0	0	0.25635103926097	0.118094701240135	0	0.405994975405148	2131
HUWE1	0.144399779682472	0.0245354804350056	0	0	0.025635103926097	0.211370423697702	0	0.405940787741276	2132
APPL2	0.281190559116646	0	0	0	0.025635103926097	0.0990031790996977	0	0.405828842142441	2133
DEPDC1B	0	0.0698371413409867	0	0	0.25635103926097	0.0796389209286825	0	0.405827101530639	2134
NR1D2	0.123672538579725	0.00864570379581927	0	0	0.25635103926097	0.0169096338958161	0	0.40557891553233	2135
SPINT2	0.12922984235365	0.0198342616492324	0	0	0.25635103926097	0	0	0.405415143263852	2136
RFX6	0	0.0563928832953786	0	0	0.025635103926097	0	0.323325635103926	0.405353622325402	2137
MLF2	0.0426155647799829	0.0209105394131443	0	0	0.25635103926097	0.0853663775708137	0	0.405243521024911	2138
LRRFIP2	0	0.0449576597382602	0	0	0.25635103926097	0.103912427650096	0	0.405221126649326	2139
MGAT5	0.122981630542967	0.0256900912790058	0	0	0.25635103926097	0	0	0.405022761082943	2140
NUP93	0.0925816769256042	0.0473238523560634	0	0	0.025635103926097	0.239462234847203	0	0.405002868054967	2141
SLC9A7	0.0216403515555671	0	0	0	0.025635103926097	0.0343647398527876	0.323325635103926	0.404965830438378	2142
SUCLG1	0.173417917226318	0.00840330088565611	0	0	0.025635103926097	0.19746088613824	0	0.404917208176311	2143
NFIC	0.131714107337994	0.0166509850882445	0	0	0.25635103926097	0	0	0.404716131687208	2144
COX7C	0.0746180679698899	0.0104552697065721	0	0	0.25635103926097	0.0632747590940217	0	0.404699136031454	2145
IRF2	0.148199773884643	0	0	0	0.25635103926097	0	0	0.404550813145612	2146
MTO1	0	0.0467092568709197	0	0	0.025635103926097	0.00872755297848575	0.323325635103926	0.404397548879429	2147
PRDX5	0.126021144259034	0.0187323582242751	0	0	0.025635103926097	0.234007514235649	0	0.404396120645056	2148
UQCC2	0	0.0670176294234935	0	0	0.25635103926097	0.0810026010815709	0	0.404371269766034	2149
CENPF	0	0.0633206475186763	0	0	0.25635103926097	0.0845481694790807	0	0.404219856258727	2150
SMIM20	0.147854319866263	0	0	0	0.25635103926097	0	0	0.404205359127233	2151
MSC	0.1191894285367	0.028544545865562	0	0	0.25635103926097	0	0	0.404085013663232	2152
ILF3	0.100512099608394	0.0114646126837093	0	0	0.25635103926097	0.035728420005676	0	0.40405617155875	2153
THRA	0.102945297476978	0.0280985373364126	0	0	0.25635103926097	0.0166368978652385	0	0.404031771939599	2154
MYBPC3	0	0.0291932855443248	0	0	0.051270207852194	0	0.323325635103926	0.403789128500445	2155
GPR155	0	0	0	0	0.051270207852194	0.0291827552718117	0.323325635103926	0.403778598227932	2156
NR6A1	0	0	0	0	0.25635103926097	0.0665475914609538	0.0808314087759815	0.403730039497905	2157
PLAAT4	0.112954940149126	0	0	0	0.25635103926097	0.0343647398527876	0	0.403670719262884	2158
PROKR2	0.147291001118523	0	0	0	0.25635103926097	0	0	0.403642040379493	2159
CTNND1	0.0900939315910185	0.0578402639907441	0	0	0.025635103926097	0.229916473776984	0	0.403485773284844	2160
DNER	0.269548150302741	0	0	0	0.025635103926097	0.108276204139339	0	0.403459458368177	2161
BRS3	0.146965136071801	0	0	0	0.25635103926097	0	0	0.403316175332771	2162
TRIM28	0.267381410225439	0.0196357385572019	0	0	0.051270207852194	0.0649111752774878	0	0.403198531912323	2163
PRICKLE2	0.134727067167857	0.0630984698080845	0	0	0.025635103926097	0.179460308120113	0	0.402920949022152	2164
FLNB	0.158871520915077	0.0310052825781105	0	0	0.025635103926097	0.187369653006866	0	0.40288156042615	2165
CIDEB	0.134381613149478	0.0119887092635361	0	0	0.25635103926097	0	0	0.402721361673984	2166
VPS51	0.154072492197088	0.0777045970784744	0.0102643058763151	0	0.025635103926097	0.135004335135951	0	0.402680834213925	2167
LUZP1	0	0.188004758905452	0	0	0.153810623556582	0.0608201348188225	0	0.402635517280856	2168
USH2A	0	0.0256900912790058	0	0	0.025635103926097	0.351284007384051	0	0.402609202589154	2169
C6orf226	0.185508807869587	0	0	0	0.153810623556582	0.0632747590940217	0	0.402594190520191	2170
SCAF1	0.129199802873791	0.0169651546182114	0	0	0.25635103926097	0	0	0.402515996752972	2171
CCT3	0	0.0326223381320709	0	0	0.025635103926097	0.344192870589032	0	0.4024503126472	2172
MIDN	0.145989531486051	0	0	0	0.25635103926097	0	0	0.402340570747021	2173
ELOC	0.27511599547294	0.0265759564955233	0	0	0.025635103926097	0.0750024084088619	0	0.402329464303422	2174
CNOT9	0.122976528901345	0.0688346943360922	0.0179625352835515	0	0.025635103926097	0.16691445071354	0	0.402323313160626	2175
SMAD1	0.0723052088824168	0.0376608667964483	0	0	0.25635103926097	0.035728420005676	0	0.402045534945511	2176
ANXA7	0.146208342268315	0.0408705997620547	0	0	0.025635103926097	0.18927880522091	0	0.401992851177377	2177
SLC43A2	0	0	0	0	0.025635103926097	0.0529107899320699	0.323325635103926	0.401871528962093	2178
COPS8	0.0792009898812981	0.0479548370541442	0	0	0.025635103926097	0.249007995917422	0	0.401798926778961	2179
PRRC2A	0.083285653493426	0.0263350308090227	0	0	0.25635103926097	0.035728420005676	0	0.401700143569095	2180
SAMD9	0.100330341742918	0	0	0	0.25635103926097	0.0450014450453171	0	0.401682826049205	2181
LGALS7	0	0.0613058996430821	0	0	0.25635103926097	0.0840026974179253	0	0.401659636321977	2182
CYB561	0.250956366993523	0.0134201969367941	0	0	0.051270207852194	0.0859118496319691	0	0.40155862141448	2183
ARL6IP5	0	0.0999059105294671	0	0	0.25635103926097	0.0452741810758948	0	0.401531130866332	2184
PSD4	0	0.0467092568709197	0	0	0.025635103926097	0.00572745664213127	0.323325635103926	0.401397452543074	2185
NCOA1	0.118836182322417	0.00761994232851868	0	0	0.25635103926097	0.0185460500792822	0	0.401353213991188	2186
WASHC5	0	0.0163979306036207	0	0	0.025635103926097	0.035728420005676	0.323325635103926	0.40108708963932	2187
PLAAT1	0	0.0481689211481359	0	0	0.25635103926097	0.0965485548244986	0	0.401068515233604	2188
NELL2	0.265131453183996	0.0183500651992899	0	0	0.025635103926097	0.091912042304678	0	0.401028664614061	2189
NPM1	0	0.0191762529689262	0	0	0.25635103926097	0.125458574065733	0	0.400985866295629	2190
PPFIA1	0	0.0259371113874578	0	0	0.25635103926097	0.118640173301291	0	0.400928323949718	2191
SPATC1	0	0	0	0	0.25635103926097	0.14455009620617	0	0.40090113546714	2192
MUCL1	0	0.0811266040389658	0	0	0.25635103926097	0.0632747590940217	0	0.400752402393957	2193
RARS1	0.110890739899698	0.0224788298691301	0	0	0.025635103926097	0.241644123091824	0	0.400648796786749	2194
NCKAP5	0	0.042816818798343	0	0	0.25635103926097	0.101457803374897	0	0.40062566143421	2195
TTI2	0	0.0221466304129361	0	0	0.25635103926097	0.0411831406172296	0.0808314087759815	0.400512219067117	2196
CLINT1	0.184460430022507	0.042816818798343	0	0	0.025635103926097	0.147550192542525	0	0.400462545289471	2197
RNF146	0	0.0310052825781105	0	0	0.25635103926097	0.112912716659159	0	0.40026903849824	2198
EPB41L1	0.152690676123571	0.0458751629982247	0	0	0.102540415704388	0.0990031790996977	0	0.400109433925881	2199
PLGRKT	0.0960362171093954	0.0116773142177299	0	0	0.25635103926097	0.035728420005676	0	0.399792990593771	2200
N4BP3	0	0.0440401564782957	0	0	0.25635103926097	0.0185460500792822	0.0808314087759815	0.399768654594529	2201
ATP5MK	0.140254331461923	0.0324995130638025	0	0	0.153810623556582	0.0730932561948181	0	0.399657724277125	2202
PTCH1	0.0320187539385222	0.0294115530997964	0	0.0125371164632135	0.025635103926097	0.300009633635448	0	0.399612161063077	2203
RHPN1	0.237230598392578	0.0508954638546342	0	0	0.025635103926097	0.0856391136013914	0	0.399400279774701	2204
YAE1	0.118145274285659	0.0248613786571024	0	0	0.25635103926097	0	0	0.399357692203731	2205
CDK5R2	0.0419370211518018	0	0.0718501411342058	0	0.25635103926097	0.0291827552718117	0	0.399320956818789	2206
GDI1	0.100689871887988	0.0582784478088558	0	0	0.025635103926097	0.214643256064634	0	0.399246679687575	2207
CDK5R1	0.0419370211518018	0.0290049417666195	0.0718501411342058	0	0.25635103926097	0	0	0.399143143313597	2208
POR	0.0790426175993396	0.0399623642117868	0.0139064789292011	0	0.025635103926097	0.240553178969513	0	0.399099743635938	2209
RAB21	0.0594180911612087	0.033301970176489	0	0	0.025635103926097	0.280645375464432	0	0.399000540728227	2210
GUCY1B2	0.291787246866949	0	0	0	0	0.107185260017028	0	0.398972506883977	2211
BIK	0.14004443534949	0.00832549254412226	0	0	0.153810623556582	0.0965485548244986	0	0.398729106274693	2212
CBLIF	0	0.0790464347046333	0	0	0.25635103926097	0.0632747590940217	0	0.398672233059625	2213
RALGPS2	0.161778157463591	0.0350319426531898	0	0	0.025635103926097	0.176187475753181	0	0.398632679796058	2214
ACTR2	0.0745510178228628	0.0458751629982247	0	0	0.025635103926097	0.252553564314931	0	0.398614849062116	2215
RNF39	0	0	0	0	0.25635103926097	0.0613656068799779	0.0808314087759815	0.398548054916929	2216
BCL7C	0.118145274285659	0	0.0239500470447353	0	0.25635103926097	0	0	0.398446360591364	2217
FDXR	0.242973699095657	0	0	0	0.025635103926097	0.129822350554976	0	0.398431153576729	2218
ACP1	0.198981514586373	0.0354928892670475	0	0	0.025635103926097	0.138277167502884	0	0.398386675282401	2219
WDTC1	0.190808232637583	0.0375952555302524	0	0	0.025635103926097	0.144277360175593	0	0.398315952269525	2220
LRRN1	0	0	0	0	0.025635103926097	0.0490924855039823	0.323325635103926	0.398053224534005	2221
LRRC26	0.372399431812692	0	0	0	0.025635103926097	0	0	0.398034535738789	2222
SYN2	0.0388924130588138	0.0670176294234935	0	0	0.25635103926097	0.035728420005676	0	0.397989501748953	2223
RETREG2	0.141636147535439	0	0	0	0.25635103926097	0	0	0.397987186796409	2224
EBNA1BP2	0.13169872002637	0.0117280851491114	0	0	0.025635103926097	0.228825529654673	0	0.397887438756251	2225
EHD3	0.0233163360843994	0.0761994232851868	0	0	0.025635103926097	0.27273603057768	0	0.397886893873363	2226
DUOX1	0.269637793434092	0	0	0	0.025635103926097	0.102548747497208	0	0.397821644857397	2227
CSNK2A1	0.107412168132019	0.0172914075916385	0	0	0.025635103926097	0.247371579733955	0	0.39771025938371	2228
IAPP	0.171345193116044	0	0	0	0.153810623556582	0.0725477841336628	0	0.397703600806288	2229
ADH7	0.250129115872969	0	0	0	0.025635103926097	0.121913005668223	0	0.397677225467289	2230
ARF4	0	0.0476823663890638	0.0215550423402617	0	0.025635103926097	0.302736993941224	0	0.397609506596647	2231
TOR1AIP1	0.0594180911612087	0.0817411995241094	0	0	0.25635103926097	0	0	0.397510329946288	2232
PTGER4	0	0.0491937918108622	0	0	0.25635103926097	0.091912042304678	0	0.39745687337651	2233
SUGP2	0.111216023949462	0.00707994641547405	0	0	0.25635103926097	0.0226370905379474	0	0.397284100163854	2234
CCDC85A	0	0.0279240122597889	0	0	0.25635103926097	0.112912716659159	0	0.397187768179918	2235
EXTL1	0	0.0481689211481359	0	0	0.025635103926097	0	0.323325635103926	0.397129660178159	2236
CCDC68	0	0.152917209994082	0	0	0.153810623556582	0.090275626121212	0	0.397003459671876	2237
MTCL1	0	0.0350319426531898	0	0	0.25635103926097	0.105548843833562	0	0.396931825747722	2238
COQ10A	0.162363388638186	0	0	0	0.025635103926097	0.208915799422503	0	0.396914291986786	2239
UNC79	0.0444949429955047	0	0.0151263455019381	0	0.25635103926097	0	0.0808314087759815	0.396803736534394	2240
PPP1R2	0.107768535227258	0.0326964798096438	0.0359250705671029	0	0.102540415704388	0.117821965209558	0	0.396752466517951	2241
SPHK1	0	0.0134201969367941	0	0	0.025635103926097	0.0343647398527876	0.323325635103926	0.396745675819605	2242
PSMC3	0.166508836858736	0.0442206489228789	0	0	0.025635103926097	0.160368785979676	0	0.396733375687387	2243
CRTAC1	0	0.0770702738370175	0	0	0.25635103926097	0.0632747590940217	0	0.396696072192009	2244
TSPAN8	0	0.0963378422962718	0	0	0.102540415704388	0.197733622168818	0	0.396611880169478	2245
ZFP36L1	0.189537102118687	0.0155697522903066	0.0193442687669016	0	0.025635103926097	0.146459248420214	0	0.396545475522206	2246
C8orf74	0	0	0	0	0.25635103926097	0.140186319716927	0	0.396537358977897	2247
TMEM214	0.0856725965580218	0.054494133016073	0	0	0.25635103926097	0	0	0.396517768835065	2248
RPL41	0	0.140127770612759	0	0	0.25635103926097	0	0	0.396478809873729	2249
C4orf3	0.106903351732736	0.0379923885112058	0	0	0.153810623556582	0.0976394989468093	0	0.396345862747333	2250
TMF1	0.244286449715269	0.04757424310927	0	0	0.025635103926097	0.0788207128369494	0	0.396316509587586	2251
RINT1	0	0.0473238523560634	0	0	0.025635103926097	0	0.323325635103926	0.396284591386086	2252
RRAGD	0.127127078763516	0	0	0	0.025635103926097	0.162550674224297	0.0808314087759815	0.396144265689892	2253
OAZ1	0.0104510772648873	0.0248613786571024	0	0	0.25635103926097	0.104457899711251	0	0.396121394894211	2254
TRAPPC10	0	0.103748445549831	0	0	0.025635103926097	0.266735837904971	0	0.396119387380899	2255
DAAM1	0.175402542428854	0.0963378422962718	0	0	0.025635103926097	0.09873044306912	0	0.396105931720343	2256
CYP4X1	0.272818556079928	0	0	0	0.025635103926097	0.0976394989468093	0	0.396093158952834	2257
LTF	0	0.0761994232851868	0	0	0.25635103926097	0.0632747590940217	0	0.395825221640178	2258
