Publication|Gene_name|Gene_ID|Pub_number
Gabrielle Wheway|EIF4E|EIF4E|27
Gabrielle Wheway|IFNA16|IFNA16|27
Gabrielle Wheway|GPT2|GPT2|27
Gabrielle Wheway|POLR2F|POLR2F|27
Gabrielle Wheway|HAS1|HAS1|27
Gabrielle Wheway|RDH16|RDH16|27
Gabrielle Wheway|DNM2|DNM2|27
Gabrielle Wheway|CANX|CANX|27
Gabrielle Wheway|ILDR1|ILDR1|27
Gabrielle Wheway|DNMT3B|DNMT3B|27
Gabrielle Wheway|GRAMD4|GRAMD4|27
Gabrielle Wheway|PDCD11|PDCD11|27
Gabrielle Wheway|SENP3|SENP3|27
Gabrielle Wheway|RASL10B|RASL10B|27
Gabrielle Wheway|ERVFRD-1|ERVFRD-1|27
Gabrielle Wheway|FOXR1|FOXR1|27
Gabrielle Wheway|FOXRED2|FOXRED2|27
Gabrielle Wheway|CCDC9|CCDC9|27
Gabrielle Wheway|NUP62|NUP62|27
Gabrielle Wheway|CYP17A1|CYP17A1|27
Gabrielle Wheway|RBBP6|RBBP6|27
Gabrielle Wheway|POP7|POP7|27
Gabrielle Wheway|FBXO15|FBXO15|27
Gabrielle Wheway|TBX2|TBX2|27
Gabrielle Wheway|CYP4F2|CYP4F2|27
Gabrielle Wheway|SPATA4|SPATA4|27
Gabrielle Wheway|CYP51A1|CYP51A1|27
Gabrielle Wheway|RPS21|RPS21|27
Gabrielle Wheway|OTUD7B|OTUD7B|27
Gabrielle Wheway|ALDH3B1|ALDH3B1|27
Gabrielle Wheway|DEDD2|DEDD2|27
Gabrielle Wheway|C2|C2|27
Gabrielle Wheway|FSTL5|FSTL5|27
Gabrielle Wheway|MRGPRX4|MRGPRX4|27
Gabrielle Wheway|PAFAH1B1|PAFAH1B1|27
Gabrielle Wheway|HADHB|HADHB|27
Gabrielle Wheway|DPP8|DPP8|27
Gabrielle Wheway|BC089491|BC089491|27
Gabrielle Wheway|HERC3|HERC3|27
Gabrielle Wheway|BC003883|BC003883|27
Gabrielle Wheway|RNF141|RNF141|27
Gabrielle Wheway|ELN|ELN|27
Gabrielle Wheway|TEX264|TEX264|27
Gabrielle Wheway|MGMT|MGMT|27
Gabrielle Wheway|PCDHB5|PCDHB5|27
Gabrielle Wheway|VPS4B|VPS4B|27
Gabrielle Wheway|MRPL50|MRPL50|27
Gabrielle Wheway|NUP155|NUP155|27
Gabrielle Wheway|GSPT1|GSPT1|27
Gabrielle Wheway|ST8SIA1|ST8SIA1|27
Gabrielle Wheway|CTCFL|CTCFL|27
Gabrielle Wheway|VSIG2|VSIG2|27
Gabrielle Wheway|DAPK1|DAPK1|27
Gabrielle Wheway|HIC1|HIC1|27
Gabrielle Wheway|SPRED2|SPRED2|27
Gabrielle Wheway|MS4A8|MS4A8|27
Gabrielle Wheway|NPY1R|NPY1R|27
Gabrielle Wheway|ADM|ADM|27
Gabrielle Wheway|F2RL1|F2RL1|27
Gabrielle Wheway|SF3A3|SF3A3|27
Gabrielle Wheway|TGFBI|TGFBI|27
Gabrielle Wheway|PLXNA4|PLXNA4|27
Gabrielle Wheway|KANSL2|KANSL2|27
Gabrielle Wheway|RPL32|RPL32|27
Gabrielle Wheway|PSMB6|PSMB6|27
Gabrielle Wheway|NFATC1|NFATC1|27
Gabrielle Wheway|PPL|PPL|27
Gabrielle Wheway|CCT7|CCT7|27
Gabrielle Wheway|SF3B2|SF3B2|27
Gabrielle Wheway|DCAF13|DCAF13|27
Gabrielle Wheway|TRIB1|TRIB1|27
Gabrielle Wheway|CNPY2|CNPY2|27
Gabrielle Wheway|CRIM1|CRIM1|27
Gabrielle Wheway|CAMKK2|CAMKK2|27
Gabrielle Wheway|CRLF3|CRLF3|27
Gabrielle Wheway|RPS29|RPS29|27
Gabrielle Wheway|DNASE2B|DNASE2B|27
Gabrielle Wheway|SLC35B2|SLC35B2|27
Gabrielle Wheway|IGSF6|IGSF6|27
Gabrielle Wheway|PNMA2|PNMA2|27
Gabrielle Wheway|HLTF|HLTF|27
Gabrielle Wheway|ENOX2|ENOX2|27
Gabrielle Wheway|AQR|AQR|27
Gabrielle Wheway|IL18BP|IL18BP|27
Gabrielle Wheway|ENPP4|ENPP4|27
Gabrielle Wheway|DCTN2|DCTN2|27
Gabrielle Wheway|TYW5|TYW5|27
Gabrielle Wheway|PDGFRL|PDGFRL|27
Gabrielle Wheway|ASB5|ASB5|27
Gabrielle Wheway|CHMP2A|CHMP2A|27
Gabrielle Wheway|ASB7|ASB7|27
Gabrielle Wheway|CKAP5|CKAP5|27
Gabrielle Wheway|SMG8|SMG8|27
Gabrielle Wheway|RPL11|RPL11|27
Gabrielle Wheway|RGPD5|RGPD5|27
Gabrielle Wheway|GPR142|GPR142|27
Gabrielle Wheway|MC3R|MC3R|27
Gabrielle Wheway|ORMDL1|ORMDL1|27
Gabrielle Wheway|PPP1R9A|PPP1R9A|27
Gabrielle Wheway|EIF3D|EIF3D|27
Gabrielle Wheway|SRSF2|SRSF2|27
Gabrielle Wheway|DRAXIN|DRAXIN|27
Gabrielle Wheway|CKMT2|CKMT2|27
Gabrielle Wheway|SHMT1|SHMT1|27
Gabrielle Wheway|SHBG|SHBG|27
Gabrielle Wheway|CDC40|CDC40|27
Gabrielle Wheway|HOXB13|HOXB13|27
Gabrielle Wheway|TUBD1|TUBD1|27
Gabrielle Wheway|CNIH1|CNIH1|27
Gabrielle Wheway|DDIT3|DDIT3|27
Gabrielle Wheway|KIR3DL2|KIR3DL2|27
Gabrielle Wheway|EAPP|EAPP|27
Gabrielle Wheway|POLR1A|POLR1A|27
Gabrielle Wheway|AK4|AK4|27
Gabrielle Wheway|MYBL2|MYBL2|27
Gabrielle Wheway|RAI2|RAI2|27
Gabrielle Wheway|SIRT7|SIRT7|27
Gabrielle Wheway|ECE2|ECE2|27
Gabrielle Wheway|ZDHHC6|ZDHHC6|27
Gabrielle Wheway|CS|CS|27
Gabrielle Wheway|GDA|GDA|27
Gabrielle Wheway|ATE1|ATE1|27
Gabrielle Wheway|ATF3|ATF3|27
Gabrielle Wheway|HPN|HPN|27
Gabrielle Wheway|CYB5R3|CYB5R3|27
Gabrielle Wheway|ATF5|ATF5|27
Gabrielle Wheway|HRH3|HRH3|27
Gabrielle Wheway|ASB2|ASB2|27
Gabrielle Wheway|PTDSS2|PTDSS2|27
Gabrielle Wheway|ASB6|ASB6|27
Gabrielle Wheway|MED23|MED23|27
Gabrielle Wheway|PTGER1|PTGER1|27
Gabrielle Wheway|DDX19B|DDX19B|27
Gabrielle Wheway|ATG4D|ATG4D|27
Gabrielle Wheway|ACVR2B|ACVR2B|27
Gabrielle Wheway|CCDC84|CCDC84|27
Gabrielle Wheway|BSND|BSND|27
Gabrielle Wheway|DRD4|DRD4|27
Gabrielle Wheway|ATP12A|ATP12A|27
Gabrielle Wheway|BHLHE41|BHLHE41|27
Gabrielle Wheway|NUP54|NUP54|27
Gabrielle Wheway|RPS15A|RPS15A|27
Gabrielle Wheway|AOC2|AOC2|27
Gabrielle Wheway|OR5H14|OR5H14|27
Gabrielle Wheway|NUP98|NUP98|27
Gabrielle Wheway|SLC16A6|SLC16A6|27
Gabrielle Wheway|HSDL1|HSDL1|27
Gabrielle Wheway|MYO1C|MYO1C|27
Gabrielle Wheway|DDX56|DDX56|27
Gabrielle Wheway|AP1M2|AP1M2|27
Gabrielle Wheway|CSNK2B|CSNK2B|27
Gabrielle Wheway|FST|FST|27
Gabrielle Wheway|IFT27|IFT27|27
Gabrielle Wheway|PDE6D|PDE6D|27
Gabrielle Wheway|MAN2B2|MAN2B2|27
Gabrielle Wheway|CDK8|CDK8|27
Gabrielle Wheway|USP15|USP15|27
Gabrielle Wheway|MANF|MANF|27
Gabrielle Wheway|HSP90B1|HSP90B1|27
Gabrielle Wheway|PREB|PREB|27
Gabrielle Wheway|CACNG3|CACNG3|27
Gabrielle Wheway|DFFB|DFFB|27
Gabrielle Wheway|RNF145|RNF145|27
Gabrielle Wheway|DFNB59|DFNB59|27
Gabrielle Wheway|CCT2|CCT2|27
Gabrielle Wheway|PDE9A|PDE9A|27
Gabrielle Wheway|MZT1|MZT1|27
Gabrielle Wheway|UBE2E2|UBE2E2|27
Gabrielle Wheway|PHLDA2|PHLDA2|27
Gabrielle Wheway|TMEM211|TMEM211|27
Gabrielle Wheway|PAN2|PAN2|27
Gabrielle Wheway|MESD|MESD|27
Gabrielle Wheway|PLRG1|PLRG1|27
Gabrielle Wheway|FEM1C|FEM1C|27
Gabrielle Wheway|DHDDS|DHDDS|27
Gabrielle Wheway|CEBPZ|CEBPZ|27
Gabrielle Wheway|CPN2|CPN2|27
Gabrielle Wheway|EFNA2|EFNA2|27
Gabrielle Wheway|EFTUD2|EFTUD2|27
Gabrielle Wheway|FEZ1|FEZ1|27
Gabrielle Wheway|CATSPERG|CATSPERG|27
Gabrielle Wheway|TMEM33|TMEM33|27
Gabrielle Wheway|EGR1|EGR1|27
Gabrielle Wheway|CCT6B|CCT6B|27
Gabrielle Wheway|BCAN|BCAN|27
Gabrielle Wheway|MITF|MITF|27
Gabrielle Wheway|CNOT3|CNOT3|27
Gabrielle Wheway|RRM2|RRM2|27
Gabrielle Wheway|GPAA1|GPAA1|27
Gabrielle Wheway|TRIM43|TRIM43|27
Gabrielle Wheway|FGFR4|FGFR4|27
Gabrielle Wheway|RAD21|RAD21|27
Gabrielle Wheway|OR2A12|OR2A12|27
Gabrielle Wheway|RRP8|RRP8|27
Gabrielle Wheway|CD160|CD160|27
Gabrielle Wheway|MLF1|MLF1|27
Gabrielle Wheway|RADIL|RADIL|27
Gabrielle Wheway|KMT5A|KMT5A|27
Gabrielle Wheway|OR6S1|OR6S1|27
Gabrielle Wheway|HKDC1|HKDC1|27
Gabrielle Wheway|SGCA|SGCA|27
Gabrielle Wheway|UBR5|UBR5|27
Gabrielle Wheway|MASP2|MASP2|27
Gabrielle Wheway|CAMSAP2|CAMSAP2|27
Gabrielle Wheway|PRMT8|PRMT8|27
Gabrielle Wheway|HTR1D|HTR1D|27
Gabrielle Wheway|CAMSAP3|CAMSAP3|27
Gabrielle Wheway|GLTP|GLTP|27
Gabrielle Wheway|HTR2B|HTR2B|27
Gabrielle Wheway|SLC38A4|SLC38A4|27
Gabrielle Wheway|HUNK|HUNK|27
Gabrielle Wheway|ATP6V1E1|ATP6V1E1|27
Gabrielle Wheway|DNAL4|DNAL4|27
Gabrielle Wheway|PPP1R42|PPP1R42|27
Gabrielle Wheway|HUWE1|HUWE1|27
Gabrielle Wheway|KLF10|KLF10|27
Gabrielle Wheway|PCDHGA2|PCDHGA2|27
Gabrielle Wheway|LOC102724159|LOC102724159|27
Gabrielle Wheway|POLA1|POLA1|27
Gabrielle Wheway|DLAT|DLAT|27
Gabrielle Wheway|PSMD2|PSMD2|27
Gabrielle Wheway|BIRC5|BIRC5|27
Gabrielle Wheway|GPR173|GPR173|27
Gabrielle Wheway|EIF3F|EIF3F|27
Gabrielle Wheway|PRPF4B|PRPF4B|27
Gabrielle Wheway|EIF3G|EIF3G|27
Gabrielle Wheway|PRPF8|PRPF8|27
Gabrielle Wheway|ATP9A|ATP9A|27
Gabrielle Wheway|CES1|CES1|27
Gabrielle Wheway|ICK|ICK|27
Gabrielle Wheway|KIR2DL3|KIR2DL3|27
Gabrielle Wheway|UGDH|UGDH|27
Gabrielle Wheway|ZDHHC1|ZDHHC1|27
Gabrielle Wheway|C1QB|C1QB|27
Gabrielle Wheway|SLC5A3|SLC5A3|27
Gabrielle Wheway|UHMK1|UHMK1|27
Gabrielle Wheway|RPL37A|RPL37A|27
Gabrielle Wheway|DMRT2|DMRT2|27
Gabrielle Wheway|TNXB|TNXB|27
Gabrielle Wheway|P2RY14|P2RY14|27
Gabrielle Wheway|SLC6A18|SLC6A18|27
Gabrielle Wheway|SRRM1|SRRM1|27
Gabrielle Wheway|AURKA|AURKA|27
Gabrielle Wheway|S100A6|S100A6|27
Gabrielle Wheway|ZFAND2B|ZFAND2B|27
Gabrielle Wheway|PRRX2|PRRX2|27
Gabrielle Wheway|B3GNT8|B3GNT8|27
Gabrielle Wheway|B4GALNT4|B4GALNT4|27
Gabrielle Wheway|CYP2C9|CYP2C9|27
Gabrielle Wheway|POLR2I|POLR2I|27
Gabrielle Wheway|EEF1A1|EEF1A1|27
Gabrielle Wheway|ESR1|ESR1|27
Gabrielle Wheway|CDK10|CDK10|27
Gabrielle Wheway|PRSS8|PRSS8|27
Gabrielle Wheway|RHNO1|RHNO1|27
Gabrielle Wheway|SAMD1|SAMD1|27
Gabrielle Wheway|NDUFA5|NDUFA5|27
Gabrielle Wheway|FOXK1|FOXK1|27
Gabrielle Wheway|RPS12|RPS12|27
Gabrielle Wheway|DRG1|DRG1|27
Gabrielle Wheway|PRDM13|PRDM13|27
Gabrielle Wheway|PSCA|PSCA|27
Gabrielle Wheway|BAIAP2|BAIAP2|27
Gabrielle Wheway|RPS16|RPS16|27
Gabrielle Wheway|DSEL|DSEL|27
Gabrielle Wheway|OR5H2|OR5H2|27
Gabrielle Wheway|OR5H6|OR5H6|27
Gabrielle Wheway|ELAC1|ELAC1|27
Gabrielle Wheway|RBCK1|RBCK1|27
Gabrielle Wheway|CASP8|CASP8|27
Gabrielle Wheway|GNB4|GNB4|27
Gabrielle Wheway|HSFY2|HSFY2|27
Gabrielle Wheway|HSH2D|HSH2D|27
Gabrielle Wheway|AP5Z1|AP5Z1|27
Gabrielle Wheway|RPS26|RPS26|27
Gabrielle Wheway|SART1|SART1|27
Gabrielle Wheway|NEFL|NEFL|27
Gabrielle Wheway|RBM39|RBM39|27
Gabrielle Wheway|UBA7|UBA7|27
Gabrielle Wheway|ZMAT5|ZMAT5|27
Gabrielle Wheway|NEIL2|NEIL2|27
Gabrielle Wheway|USP18|USP18|27
Gabrielle Wheway|GSG1L|GSG1L|27
Gabrielle Wheway|CHAF1A|CHAF1A|27
Gabrielle Wheway|RBM8A|RBM8A|27
Gabrielle Wheway|USP29|USP29|27
Gabrielle Wheway|PSMA6|PSMA6|27
Gabrielle Wheway|ELP4|ELP4|27
Gabrielle Wheway|SMN2|SMN2|27
Gabrielle Wheway|FYN|FYN|27
Gabrielle Wheway|SMN1|SMN1|27
Gabrielle Wheway|N4BP3|N4BP3|27
Gabrielle Wheway|SBSN|SBSN|27
Gabrielle Wheway|EMC6|EMC6|27
Gabrielle Wheway|SMPD1|SMPD1|27
Gabrielle Wheway|C2CD3|C2CD3|27
Gabrielle Wheway|ZNF780A|ZNF780A|27
Gabrielle Wheway|ZNF226|ZNF226|27
Gabrielle Wheway|PSMB3|PSMB3|27
Gabrielle Wheway|CTDSP2|CTDSP2|27
Gabrielle Wheway|PSMB4|PSMB4|27
Gabrielle Wheway|ZNF678|ZNF678|27
Gabrielle Wheway|SNAP23|SNAP23|27
Gabrielle Wheway|CHMP6|CHMP6|27
Gabrielle Wheway|CTNNA1|CTNNA1|27
Gabrielle Wheway|SLC2A8|SLC2A8|27
Gabrielle Wheway|VWA5B2|VWA5B2|27
Gabrielle Wheway|DHRS3|DHRS3|27
Gabrielle Wheway|GABRB2|GABRB2|27
Gabrielle Wheway|PLCXD1|PLCXD1|27
Gabrielle Wheway|SNAPC1|SNAPC1|27
Gabrielle Wheway|CHRM3|CHRM3|27
Gabrielle Wheway|CTNNBIP1|CTNNBIP1|27
Gabrielle Wheway|IFT88|IFT88|27
Gabrielle Wheway|ENG|ENG|27
Gabrielle Wheway|DHX16|DHX16|27
Gabrielle Wheway|UBL5|UBL5|27
Gabrielle Wheway|CTR9|CTR9|27
Gabrielle Wheway|HSPB2|HSPB2|27
Gabrielle Wheway|PSMC3|PSMC3|27
Gabrielle Wheway|YME1L1|YME1L1|27
Gabrielle Wheway|MAS1|MAS1|27
Gabrielle Wheway|SNRNP70|SNRNP70|27
Gabrielle Wheway|FBXW12|FBXW12|27
Gabrielle Wheway|TRIM32|TRIM32|27
Gabrielle Wheway|SNRPD1|SNRPD1|27
Gabrielle Wheway|CTSZ|CTSZ|27
Gabrielle Wheway|GAPDHS|GAPDHS|27
Gabrielle Wheway|IL36B|IL36B|27
Gabrielle Wheway|GUCA1B|GUCA1B|27
Gabrielle Wheway|ENTPD3|ENTPD3|27
Gabrielle Wheway|ARCN1|ARCN1|27
Gabrielle Wheway|CUEDC2|CUEDC2|27
Gabrielle Wheway|PCBP4|PCBP4|27
Gabrielle Wheway|VPS26C|VPS26C|27
Gabrielle Wheway|GUCY1A2|GUCY1A2|27
Gabrielle Wheway|EPN1|EPN1|27
Gabrielle Wheway|PIP5K1C|PIP5K1C|27
Gabrielle Wheway|SLC43A2|SLC43A2|27
Gabrielle Wheway|PRPF31|PRPF31|27
Gabrielle Wheway|SEC13|SEC13|27
Gabrielle Wheway|NUAK1|NUAK1|27
Gabrielle Wheway|RANGAP1|RANGAP1|27
Gabrielle Wheway|MOBP|MOBP|27
Gabrielle Wheway|BLCAP|BLCAP|27
Gabrielle Wheway|ARL17A|ARL17A|27
Gabrielle Wheway|TP53INP2|TP53INP2|27
Gabrielle Wheway|EPS8L3|EPS8L3|27
Gabrielle Wheway|PSMD6|PSMD6|27
Gabrielle Wheway|BMP3|BMP3|27
Gabrielle Wheway|ACTB|ACTB|27
Gabrielle Wheway|POLI|POLI|27
Gabrielle Wheway|LMBR1|LMBR1|27
Gabrielle Wheway|CXCL16|CXCL16|27
Gabrielle Wheway|ACTL6B|ACTL6B|27
Gabrielle Wheway|GBP6|GBP6|27
Gabrielle Wheway|PSMD8|PSMD8|27
Gabrielle Wheway|PCSK9|PCSK9|27
Gabrielle Wheway|PSMD9|PSMD9|27
Gabrielle Wheway|VIPR2|VIPR2|27
Gabrielle Wheway|POLR2A|POLR2A|27
Gabrielle Wheway|DDT|DDT|27
Gabrielle Wheway|P2RY4|P2RY4|27
Gabrielle Wheway|POLR2C|POLR2C|27
Gabrielle Wheway|IFNA8|IFNA8|27
Gabrielle Wheway|INPP4A|INPP4A|27
Gabrielle Wheway|IFNA5|IFNA5|27
Gabrielle Wheway|SP9|SP9|27
Gabrielle Wheway|BABAM2|BABAM2|27
Gabrielle Wheway|SECISBP2|SECISBP2|27
Gabrielle Wheway|CYP2D7|CYP2D7|27
Gabrielle Wheway|GDF5|GDF5|27
Gabrielle Wheway|LILRA4|LILRA4|27
Gabrielle Wheway|PRSS57|PRSS57|27
Gabrielle Wheway|HCCS|HCCS|27
Gabrielle Wheway|SPAG1|SPAG1|27
Gabrielle Wheway|CLSPN|CLSPN|27
Gabrielle Wheway|IFNA2|IFNA2|27
Gabrielle Wheway|SEMA4C|SEMA4C|27
Gabrielle Wheway|PLA1A|PLA1A|27
Gabrielle Wheway|GRB2|GRB2|27
Gabrielle Wheway|RASSF7|RASSF7|27
Gabrielle Wheway|CLTC|CLTC|27
Gabrielle Wheway|HDAC5|HDAC5|27
Gabrielle Wheway|SLU7|SLU7|27
Gabrielle Wheway|ALDH1A3|ALDH1A3|27
Gabrielle Wheway|IPO7|IPO7|27
Gabrielle Wheway|CYP26B1|CYP26B1|27
Gabrielle Wheway|RIMS1|RIMS1|27
Gabrielle Wheway|ADAMTS4|ADAMTS4|27
Gabrielle Wheway|NOTCH2|NOTCH2|27
Gabrielle Wheway|U2AF2|U2AF2|27
Gabrielle Wheway|PADI1|PADI1|27
Gabrielle Wheway|AP1M1|AP1M1|27
Gabrielle Wheway|RPS24|RPS24|27
Gabrielle Wheway|PLEKHA1|PLEKHA1|27
Gabrielle Wheway|HECTD1|HECTD1|27
Gabrielle Wheway|GGH|GGH|27
Gabrielle Wheway|BC029214|BC029214|27
Gabrielle Wheway|OTUB1|OTUB1|27
Gabrielle Wheway|AF366264|AF366264|27
Gabrielle Wheway|DUOXA1|DUOXA1|27
Gabrielle Wheway|SPC25|SPC25|27
Gabrielle Wheway|CCR3|CCR3|27
Gabrielle Wheway|PUF60|PUF60|27
Gabrielle Wheway|ADGRA2|ADGRA2|27
Gabrielle Wheway|CCR9|CCR9|27
Gabrielle Wheway|HCAR1|HCAR1|27
Gabrielle Wheway|DUSP23|DUSP23|27
Gabrielle Wheway|LOC100045026|LOC100045026|27
Gabrielle Wheway|GHRH|GHRH|27
Gabrielle Wheway|PDGFRB|PDGFRB|27
Gabrielle Wheway|FZD1|FZD1|27
Gabrielle Wheway|VPS52|VPS52|27
Gabrielle Wheway|DNAJC18|DNAJC18|27
Gabrielle Wheway|PDHB|PDHB|27
Gabrielle Wheway|PPIC|PPIC|27
Gabrielle Wheway|CNNM3|CNNM3|27
Gabrielle Wheway|TG|TG|27
Gabrielle Wheway|IRF8|IRF8|27
Gabrielle Wheway|CASP12|CASP12|27
Gabrielle Wheway|HLA-DMB|HLA-DMB|27
Gabrielle Wheway|NR1D1|NR1D1|27
Gabrielle Wheway|SPSB3|SPSB3|27
Gabrielle Wheway|PPIE|PPIE|27
Gabrielle Wheway|NDUFAF6|NDUFAF6|27
Gabrielle Wheway|MSN|MSN|27
Gabrielle Wheway|CRAMP1|CRAMP1|27
Gabrielle Wheway|ACAA1|ACAA1|27
Gabrielle Wheway|ITGA2B|ITGA2B|27
Gabrielle Wheway|DBR1|DBR1|27
Gabrielle Wheway|ADRB2|ADRB2|27
Gabrielle Wheway|UBE4A|UBE4A|27
Gabrielle Wheway|CCT8|CCT8|27
Gabrielle Wheway|SREBF2|SREBF2|27
Gabrielle Wheway|GLIPR2|GLIPR2|27
Gabrielle Wheway|PMS1|PMS1|27
Gabrielle Wheway|NRIP2|NRIP2|27
Gabrielle Wheway|PPOX|PPOX|27
Gabrielle Wheway|GTF2H3|GTF2H3|27
Gabrielle Wheway|COA3|COA3|27
Gabrielle Wheway|ENO2|ENO2|27
Gabrielle Wheway|GALNT11|GALNT11|27
Gabrielle Wheway|FAHD2B|FAHD2B|27
Gabrielle Wheway|THOC2|THOC2|27
Gabrielle Wheway|DCTD|DCTD|27
Gabrielle Wheway|NSL1|NSL1|27
Gabrielle Wheway|MTHFR|MTHFR|27
Gabrielle Wheway|CD55|CD55|27
Gabrielle Wheway|PPP1R12C|PPP1R12C|27
Gabrielle Wheway|IFIT3|IFIT3|27
Gabrielle Wheway|FAM129A|FAM129A|27
Gabrielle Wheway|COG2|COG2|27
Gabrielle Wheway|FAM131C|FAM131C|27
Gabrielle Wheway|SRPK1|SRPK1|27
Gabrielle Wheway|SNW1|SNW1|27
Gabrielle Wheway|RAB20|RAB20|27
Gabrielle Wheway|CD83|CD83|27
Gabrielle Wheway|PCDHA9|PCDHA9|27
Gabrielle Wheway|MNT|MNT|27
Gabrielle Wheway|NLN|NLN|27
Gabrielle Wheway|GPR155|GPR155|27
Gabrielle Wheway|AADAT|AADAT|27
Gabrielle Wheway|ILKAP|ILKAP|27
Gabrielle Wheway|NUBP1|NUBP1|27
Gabrielle Wheway|WDR34|WDR34|27
Gabrielle Wheway|JOSD1|JOSD1|27
Gabrielle Wheway|COL4A5|COL4A5|27
Gabrielle Wheway|COL6A1|COL6A1|27
Gabrielle Wheway|RAB28|RAB28|27
Gabrielle Wheway|COL8A1|COL8A1|27
Gabrielle Wheway|KIR3DL1|KIR3DL1|27
Gabrielle Wheway|SHPRH|SHPRH|27
Gabrielle Wheway|DDI1|DDI1|27
Gabrielle Wheway|RPL30|RPL30|27
Gabrielle Wheway|FAM78A|FAM78A|27
Gabrielle Wheway|ASXL1|ASXL1|27
Gabrielle Wheway|MYC|MYC|27
Gabrielle Wheway|KRTAP4-5|KRTAP4-5|27
Gabrielle Wheway|SIRT6|SIRT6|27
Gabrielle Wheway|C16orf59|C16orf59|27
Gabrielle Wheway|KRTAP10-11|KRTAP10-11|27
Gabrielle Wheway|CA10|CA10|27
Gabrielle Wheway|GSTA5|GSTA5|27
Gabrielle Wheway|FARS2|FARS2|27
Gabrielle Wheway|RAB34|RAB34|27
Gabrielle Wheway|KCNQ5|KCNQ5|27
Gabrielle Wheway|WDR5B|WDR5B|27
Gabrielle Wheway|FASN|FASN|27
Gabrielle Wheway|COPA|COPA|27
Gabrielle Wheway|NUF2|NUF2|27
Gabrielle Wheway|CSTA|CSTA|27
Gabrielle Wheway|CLPB|CLPB|27
Gabrielle Wheway|PTCRA|PTCRA|27
Gabrielle Wheway|IFNA17|IFNA17|27
Gabrielle Wheway|FBL|FBL|27
Gabrielle Wheway|CDK11A|CDK11A|27
Gabrielle Wheway|ST8SIA5|ST8SIA5|27
Gabrielle Wheway|MAFB|MAFB|27
Gabrielle Wheway|DDX27|DDX27|27
Gabrielle Wheway|TSSC1|TSSC1|27
Gabrielle Wheway|MPP2|MPP2|27
Gabrielle Wheway|NONO|NONO|27
Gabrielle Wheway|C1orf194|C1orf194|27
Gabrielle Wheway|ALAS1|ALAS1|27
Gabrielle Wheway|FBXL20|FBXL20|27
Gabrielle Wheway|SLURP1|SLURP1|27
Gabrielle Wheway|ATP13A5|ATP13A5|27
Gabrielle Wheway|ATP1A1|ATP1A1|27
Gabrielle Wheway|FBXO11|FBXO11|27
Gabrielle Wheway|SLC17A4|SLC17A4|27
Gabrielle Wheway|CORIN|CORIN|27
Gabrielle Wheway|HSF4|HSF4|27
Gabrielle Wheway|FBXO16|FBXO16|27
Gabrielle Wheway|NUTF2|NUTF2|27
Gabrielle Wheway|CASR|CASR|27
Gabrielle Wheway|ADAR|ADAR|27
Gabrielle Wheway|RPS23|RPS23|27
Gabrielle Wheway|NXF1|NXF1|27
Gabrielle Wheway|SLC22A12|SLC22A12|27
Gabrielle Wheway|SEPT8|SEPT8|27
Gabrielle Wheway|WLS|WLS|27
Gabrielle Wheway|FBXO47|FBXO47|27
Gabrielle Wheway|DEPDC1|DEPDC1|27
Gabrielle Wheway|CDKL3|CDKL3|27
Gabrielle Wheway|GNL2|GNL2|27
Gabrielle Wheway|ALDOB|ALDOB|27
Gabrielle Wheway|CDKN2B|CDKN2B|27
Gabrielle Wheway|RPS6|RPS6|27
Gabrielle Wheway|DGKE|DGKE|27
Gabrielle Wheway|MAP3K2|MAP3K2|27
Gabrielle Wheway|KIF26B|KIF26B|27
Gabrielle Wheway|RPS6KA6|RPS6KA6|27
Gabrielle Wheway|FDX1|FDX1|27
Gabrielle Wheway|SLC25A51|SLC25A51|27
Gabrielle Wheway|UBE2I|UBE2I|27
Gabrielle Wheway|EFHC2|EFHC2|27
Gabrielle Wheway|NAA25|NAA25|27
Gabrielle Wheway|CEBPD|CEBPD|27
Gabrielle Wheway|OFD1|OFD1|27
Gabrielle Wheway|RPS9|RPS9|27
Gabrielle Wheway|RPUSD1|RPUSD1|27
Gabrielle Wheway|FERD3L|FERD3L|27
Gabrielle Wheway|ALMS1|ALMS1|27
Gabrielle Wheway|FGF13|FGF13|27
Gabrielle Wheway|XYLB|XYLB|27
Gabrielle Wheway|OGT|OGT|27
Gabrielle Wheway|VWA2|VWA2|27
Gabrielle Wheway|TGFBRAP1|TGFBRAP1|27
Gabrielle Wheway|FABP3|FABP3|27
Gabrielle Wheway|HSPA5|HSPA5|27
Gabrielle Wheway|CENPO|CENPO|27
Gabrielle Wheway|ATP6V0C|ATP6V0C|27
Gabrielle Wheway|MKKS|MKKS|27
Gabrielle Wheway|CREB1|CREB1|27
Gabrielle Wheway|OR8G2P|OR8G2P|27
Gabrielle Wheway|CEP120|CEP120|27
Gabrielle Wheway|ATP6V0D1|ATP6V0D1|27
Gabrielle Wheway|CRHR2|CRHR2|27
Gabrielle Wheway|OR6B1|OR6B1|27
Gabrielle Wheway|C2orf78|C2orf78|27
Gabrielle Wheway|FHL1|FHL1|27
Gabrielle Wheway|NAPA|NAPA|27
Gabrielle Wheway|CNTNAP1|CNTNAP1|27
Gabrielle Wheway|ATP6V1B2|ATP6V1B2|27
Gabrielle Wheway|MRGPRX4|MRGPRX4|27
Gabrielle Wheway|RECQL5|RECQL5|27
