Gene_name	Gene_synonyms
ADI1P2	-
BMS1P21	-
LOC100288978	-
DCAF13P2	-
MTND1P3	-
MTND1P15	-
LOC100289004	-
MOXD2P	MOXD2
SLC25A25-AS1	HRCEG
LOC100289026	-
CDK2AP2P1	-
BNIP3P4	-
RPL23AP88	-
LOC100289037	-
DNAJB6P2	-
CYB5AP5	CYB5P5
DMAC1P1	TMEM261P1
LOC100289060	-
ADAMTSL4-AS2	-
LOC100289085	-
TSPY10	CT78
TSPY10	TSPY
TSPY10	TSPY1
TSPY10	TSPY3
LOC100289091	-
ATP2A1-AS1	-
BCL2L12P1	-
FRG1CP	-
GS1-124K5.4	-
RPL30P16	-
EIF4A1P8	-
LOC100289117	-
LOC100289118	-
FAM27E2	FAM27E1
COX6CP6	-
KRT8P32	-
FAM95C	-
H3P20	p58
LOC100289143	-
FAM197Y5	FAM197Y5P
HMGB3P13	-
COX20P2	-
GNG12-AS1	-
RPL22P23	-
TERF1P8	-
SDHDP1	-
TMEM225B	GS1-259H13.2
FAM197Y4	FAM197Y4P
HMGN3P1	-
LOC100289193	-
LOC100289194	-
LOC100289196	-
LOC100289206	-
LINC00624	-
LTV1P1	-
LOC100289230	-
CEP164P1	-
LOC100289238	-
PPIAP79	-
TMEM238L	LINC00675
ZFYVE9P1	-
RPL7P60	-
FAM197Y1	FAM197Y1P
DNAJC3-DT	DNAJC3-AS1
CNTNAP3C	-
CUBNP2	-
HNRNPA1P58	-
NUP58P1	NUPL1P1
HIGD1AP5	-
TUBAP12	-
NME2P2	-
KRT8P43	-
LOC100289320	-
LOC100289333	-
MAN1B1-DT	MAN1B1-AS1
LOC100289350	-
LOC100289351	-
HIGD2AP1	-
LOC100289361	-
MTCO3P22	-
UBAC2-AS1	-
PTP4A1P5	-
LOC100289381	-
CICP25	-
KCTD21-AS1	-
MTCO2P22	-
MCF2L-AS1	-
PHBP9	-
LOC100289416	-
CTF2P	NP
LOC100289442	-
REXO1L12P	-
SLC7A15P	ARPAT
DEFB4B	DEFB4P
LOC100289470	-
LOC100289473	-
LDHBP1	LDHBL1
LOC100289479	-
MICOS10P2	MINOS1P2
LOC100289495	-
LOC100289500	-
FTLP11	-
KCNIP2-AS1	-
LOC100289511	-
LOC100289518	-
LOC100289543	-
H3C9P	H3F3AP1
H3C9P	HIST1H3PS1
H3C9P	dJ45P21.6
H3C9P	p36
LOC100289561	-
SNRPCP18	-
LOC100289568	-
LOC100289569	-
HERC2P4	D16F37S5
NDUFA5P9	-
LOC100289580	-
DUX4L13	-
NPM1P40	-
HIGD1AP15	-
HSPE1P22	-
TRIAP1P1	C10orf135
TRIAP1P1	bA748L13.4
UBE2V1P14	-
ZNF605	-
PPATP1	-
HSPA8P16	-
PRR13P7	-
PSG8-AS1	-
LOC100289656	-
COX6B1P5	-
STMN1P2	-
POLR3KP1	-
LINC01848	-
ZNF783	-
HMGN2P13	-
ERVH-3	HERV-H/F
LOC100290036	-
CYAT1	-
RBM38-AS1	-
LOC100291628	-
HSPE1P8	-
LINC00942	-
LOC100292922	-
MTND4P12	-
ZNF587B	-
C4B_2	-
LOC100293612	-
ATG12P2	-
LOC100294145	-
LOC100294160	-
LOC100294188	-
LOC100294316	-
LOC100294336	-
RNF213-AS1	-
LOC100294713	-
BOP	-
MYP15	-
BMND13	-
BMND14	-
LBMQTL1	-
NHEG1	-
LOC100301516	-
LOC100301521	-
CELIAC7	-
STQTL12	-
DUH2	-
STQTL17	-
SYNSTH	-
PRBNS	-
LOC100301990	-
LKMCD	-
IBD27	-
DDX11L8	-
MIR1184-1	MIR1184
MIR1184-1	MIRN1184
MIR1184-1	hsa-mir-1184
MIR1184-1	hsa-mir-1184-1
MIR1284	MIRN1284
MIR1284	hsa-mir-1284
MIR1284	mir-1284
MIR1200	MIRN1200
MIR1200	hsa-mir-1200
MIR513C	MIRN513C
MIR513C	hsa-mir-513c
MIR1468	MIRN1468
MIR1468	hsa-mir-1468
MIR1468	mir-1468
MIR1265	MIRN1265
MIR1265	hsa-mir-1265
MIR320B1	MIR320B-1
MIR320B1	MIRN320B1
MIR320B1	hsa-mir-320b-1
MIR320B1	mir-320b-1
MIR1286	MIRN1286
MIR1286	hsa-mir-1286
MIR1286	mir-1286
MIR1538	MIRN1538
MIR1538	hsa-mir-1538
MIR1276	MIRN1276
MIR1276	hsa-mir-1276
MIR1276	mir-1276
MIR1183	MIRN1183
MIR1183	hsa-mir-1183
MIR1275	MIRN1275
MIR1275	hsa-mir-1275
MIR1275	mir-1275
MIR1288	MIRN1288
MIR1288	hsa-mir-1288
MIR1289-1	MIRN1289-1
MIR1289-1	hsa-mir-1289-1
MIR1471	MIRN1471
MIR1471	hsa-mir-1471
MIR1470	MIRN1470
MIR1470	hsa-mir-1470
MIR1302-3	MIRN1302-3
MIR1302-3	hsa-mir-1302-3
MIR1915	MIRN1915
MIR1915	hsa-mir-1915
MIR1302-4	MIRN1302-4
MIR1302-4	hsa-mir-1302-4
MIR302F	MIRN302F
MIR302F	hsa-mir-302f
MIR1182	MIRN1182
MIR1182	hsa-mir-1182
MIR1287	MIRN1287
MIR1287	hsa-mir-1287
MIR1287	mir-1287
MIR1289-2	MIRN1289-2
MIR1289-2	hsa-mir-1289-2
MIR320C1	MIR320C-1
MIR320C1	MIRN320C1
MIR320C1	hsa-mir-320c-1
MIR320C1	mir-320c-1
MIR1252	MIRN1252
MIR1252	hsa-mir-1252
MIR1914	MIRN1914
MIR1914	hsa-mir-1914
MIR1292	MIRN1292
MIR1292	hsa-mir-1292
MIR1292	mir-1292
MIR1537	MIRN1537
MIR1537	hsa-mir-1537
MIR1537	mir-1537
MIR1302-6	MIRN1302-6
MIR1302-6	hsa-mir-1302-6
MIR1913	MIRN1913
MIR1913	hsa-mir-1913
MIR1246	MIRN1246
MIR1246	hsa-mir-1246
MIR1248	MIRN1248
MIR1248	hsa-mir-1248
MIR1248	mir-1248
MIR1912	MIRN1912
MIR1912	hsa-mir-1912
MIR1912	mir-1912
MIR1247	MIRN1247
MIR1247	hsa-mir-1247
MIR1247	mir-1247
MIR1302-5	MIRN1302-5
MIR1302-5	hsa-mir-1302-5
MIR1302-7	MIRN1302-7
MIR1302-7	hsa-mir-1302-7
MIR1263	MIRN1263
MIR1263	hsa-mir-1263
MIR1249	MIRN1249
MIR1249	hsa-mir-1249
MIR1296	MIRN1296
MIR1296	hsa-mir-1296
MIR1296	mir-1296
MIR548N	MIRN548N
MIR548N	hsa-mir-548n
MIR1298	MIRN1298
MIR1298	hsa-mir-1298
MIR1256	MIRN1256
MIR1256	hsa-mir-1256
MIR1229	MIRN1229
MIR1229	hsa-mir-1229
MIR1185-1	MIRN1185-1
MIR1185-1	hsa-mir-1185-1
MIR1185-1	mir-1185-1
MIR1231	MIRN1231
MIR1231	hsa-mir-1231
MIR548F3	MIR548F-3
MIR548F3	MIRN548F3
MIR548F3	hsa-mir-548f-3
MIR1233-1	MIR1233
MIR1233-1	MIRN1233
MIR1233-1	hsa-mir-1233
MIR1233-1	hsa-mir-1233-1
MIR1205	MIRN1205
MIR1205	hsa-mir-1205
MIR1278	MIRN1278
MIR1278	hsa-mir-1278
MIR1278	mir-1278
MIR2113	hsa-mir-2113
MIR1322	MIRN1322
MIR1322	hsa-mir-1322
MIR1299	MIRN1299
MIR1299	hsa-mir-1299
MIR1257	MIRN1257
MIR1257	hsa-mir-1257
MIR320D2	MIR320D-2
MIR320D2	MIRN320D2
MIR320D2	hsa-mir-320d-2
MIR320D2	mir-320d-2
MIR1206	MIRN1206
MIR1206	hsa-mir-1206
MIR1321	MIRN1321
MIR1321	hsa-mir-1321
MIR1258	MIRN1258
MIR1258	hsa-mir-1258
MIR1258	mir-1258
MIR1307	MIRN1307
MIR1307	hsa-mir-1307
MIR1307	mir-1307
MIR1207	MIRN1207
MIR1207	hsa-mir-1207
MIR1269A	MIR1269
MIR1269A	MIRN1269
MIR1269A	hsa-mir-1269
MIR1269A	hsa-mir-1269a
MIR1295A	MIR1295
MIR1295A	MIRN1295
MIR1295A	hsa-mir-1295
MIR1295A	hsa-mir-1295a
MIR1295A	mir-1295a
MIR1270	MIR1270-1
MIR1270	MIR1270-2
MIR1270	MIRN1270
MIR1270	hsa-mir-1270
MIR1270	hsa-mir-1270-1
MIR1270	mir-1270
MIR1294	MIRN1294
MIR1294	hsa-mir-1294
MIR1294	mir-1294
MIR1279	MIRN1279
MIR1279	hsa-mir-1279
MIR1825	MIRN1825
MIR1825	hsa-mir-1825
MIR1272	MIRN1272
MIR1272	hsa-mir-1272
MIR1272	mir-1272
MIR1204	hsa-mir-1204
MIR548I3	MIR548I-3
MIR548I3	MIRN548I3
MIR548I3	hsa-mir-548i-3
MIR548I3	mir-548i-3
MIR1297	MIRN1297
MIR1297	hsa-mir-1297
MIR1297	mir-1297
MIR1243	MIRN1243
MIR1243	hsa-mir-1243
MIR1976	hsa-mir-1976
MIR548I4	MIR548I-4
MIR548I4	MIRN548I4
MIR548I4	hsa-mir-548i-4
MIR548F1	MIR548F-1
MIR548F1	MIRN548F1
MIR548F1	hsa-mir-548f-1
MIR1255A	MIRN1255A
MIR1255A	hsa-mir-1255a
MIR320C2	MIR320C-2
MIR320C2	MIRN320C2
MIR320C2	hsa-mir-320c-2
MIR320C2	mir-320c-2
MIR1234	MIRN1234
MIR1234	hsa-mir-1234
MIR1306	MIRN1306
MIR1306	hsa-mir-1306
MIR1306	mir-1306
MIR1228	MIRN1228
MIR1228	hsa-mir-1228
MIR1228	mir-1228
MIR1266	MIRN1266
MIR1266	hsa-mir-1266
MIR1266	mir-1266
MIR1271	MIRN1271
MIR1271	hsa-mir-1271
MIR548I1	MIR548I-1
MIR548I1	MIRN548I1
MIR548I1	hsa-mir-548i-1
MIR548I1	mir-548i-1
MIR1283-2	MIRN1283-2
MIR1283-2	hsa-mir-1283-2
MIR1283-2	mir-1283-2
MIR1253	MIRN1253
MIR1253	hsa-mir-1253
MIR1185-2	MIRN1185-2
MIR1185-2	hsa-mir-1185-2
MIR1185-2	mir-1185-2
MIR1909	MIRN1909
MIR1909	hsa-mir-1909
MIR1909	mir-1909
MIR1203	MIRN1203
MIR1203	hsa-mir-1203
MIR1324	MIRN1324
MIR1324	hsa-mir-1324
MIR1181	MIRN1181
MIR1181	hsa-mir-1181
MIR1277	MIRN1277
MIR1277	hsa-mir-1277
MIR1827	MIRN1827
MIR1827	hsa-mir-1827
MIR1285-1	MIRN1285-1
MIR1285-1	hsa-mir-1285-1
MIR1245A	MIR1245
MIR1245A	MIRN1245
MIR1245A	hsa-mir-1245
MIR1245A	hsa-mir-1245a
MIR1245A	mir-1245a
MIR1293	MIRN1293
MIR1293	hsa-mir-1293
MIR1293	mir-1293
MIR1291	MIRN1291
MIR1291	hsa-mir-1291
MIR1291	mir-1291
MIR1911	MIRN1911
MIR1911	hsa-mir-1911
MIR1911	mir-1911
MIR1302-8	MIRN1302-8
MIR1302-8	hsa-mir-1302-8
MIR2110	hsa-mir-2110
MIR2110	mir-2110
MIR2053	hsa-mir-2053
MIR1238	MIRN1238
MIR1238	hsa-mir-1238
MIR1302-1	MIRN1302-1
MIR1302-1	hsa-mir-1302-1
MIR1261	MIRN1261
MIR1261	hsa-mir-1261
MIR1250	MIRN1250
MIR1250	hsa-mir-1250
MIR1250	mir-1250
MIR1226	MIRN1226
MIR1226	hsa-mir-1226
MIR1226	mir-1226
MIR1268A	MIR1268
MIR1268A	MIRN1268
MIR1268A	hsa-mir-1268
MIR1268A	hsa-mir-1268a
MIR664A	MIR664
MIR664A	MIRN664
MIR664A	hsa-mir-664
MIR664A	hsa-mir-664a
MIR664A	mir-664a
MIR1179	MIRN1179
MIR1179	hsa-mir-1179
MIR1179	mir-1179
MIR1260A	MIR1260
MIR1260A	MIRN1260
MIR1260A	hsa-mir-1260
MIR1260A	hsa-mir-1260a
MIR1260A	mir-1260a
MIR1281	MIRN1281
MIR1281	hsa-mir-1281
MIR103B1	MIR103-1AS
MIR103B1	MIRN103-1AS
MIR103B1	hsa-mir-103-1-as
MIR548F5	MIR548F-5
MIR548F5	MIRN548F5
MIR548F5	hsa-mir-548f-5
MIR1304	MIRN1304
MIR1304	hsa-mir-1304
MIR1236	MIRN1236
MIR1236	hsa-mir-1236
MIR1972-1	MIR1972
MIR1972-1	hsa-mir-1972
MIR1972-1	hsa-mir-1972-1
MIR1301	MIRN1301
MIR1301	hsa-mir-1301
MIR1301	mir-1301
MIR1197	MIRN1197
MIR1197	hsa-mir-1197
MIR1197	mir-1197
MIR1264	MIRN1264
MIR1264	hsa-mir-1264
MIR1282	MIRN1282
MIR1282	hsa-mir-1282
MIR1323	MIRN1323
MIR1323	hsa-mir-1323
MIR1323	mir-1323
MIR1180	MIRN1180
MIR1180	hsa-mir-1180
MIR1180	mir-1180
MIR1539	MIRN1539
MIR1539	hsa-mir-1539
MIR1469	MIRN1469
MIR1469	hsa-mir-1469
MIR1202	MIRN1202
MIR1202	hsa-mir-1202
MIR2052	hsa-mir-2052
MIR1910	MIRN1910
MIR1910	hsa-mir-1910
MIR1910	mir-1910
MIR1908	MIRN1908
MIR1908	hsa-mir-1908
MIR1908	mir-1908
MIR1283-1	MIRN1283-1
MIR1283-1	hsa-mir-1283-1
MIR1283-1	mir-1283-1
MIR2054	hsa-mir-2054
MIR1285-2	MIRN1285-2
MIR1285-2	hsa-mir-1285-2
MIR1305	MIRN1305
MIR1305	hsa-mir-1305
MIR1305	mir-1305
MIR1178	MIRN1178
MIR1178	hsa-mir-1178
MIR548L	MIRN548L
MIR548L	hsa-mir-548l
MIR1290	MIRN1290
MIR1290	hsa-mir-1290
MIR548I2	MIR548I-2
MIR548I2	MIRN548I2
MIR548I2	hsa-mir-548i-2
MIR548I2	mir-548i-2
MIR1302-2	MIRN1302-2
MIR1302-2	hsa-mir-1302-2
MIR1262	MIRN1262
MIR1262	hsa-mir-1262
MIR1262	mir-1262
MIR1237	MIRN1237
MIR1237	hsa-mir-1237
MIR1208	MIRN1208
MIR1208	hsa-mir-1208
MIR103B2	MIR103-2-AS
MIR103B2	MIR103-2AS
MIR103B2	MIRN103-2AS
MIR103B2	hsa-mir-103-2-as
MIR1227	MIRN1227
MIR1227	hsa-mir-1227
MIR1227	mir-1227
MIR1303	MIRN1303
MIR1303	hsa-mir-1303
MIR1244-1	MIR1244
MIR1244-1	MIRN1244
MIR1244-1	hsa-mir-1244
MIR1244-1	hsa-mir-1244-1
MIR1267	MIRN1267
MIR1267	hsa-mir-1267
MIR548H3	MIR548H-3
MIR548H3	MIRN548H3
MIR548H3	hsa-mir-548h-3
MIR548P	MIRN548P
MIR548P	hsa-mir-548p
MIR1251	MIRN1251
MIR1251	hsa-mir-1251
MIR1973	hsa-mir-1973
MIR1973	mir-1973
LOC100302291	-
RASAL2-AS1	-
LECD	-
XECD	-
EOE1	EE
RLS6	-
DFNB71	-
NRCLP5	-
OFC12	-
CTEPH1	-
MENOQ2	-
MENOQ3	-
MENOQ4	-
PTCSC1	NCRNA00197
PTCSC1	PTCSC
FAM41AY2	-
PURAQTL1	-
MUHH2	-
RLS7	-
MENAQ2	-
MENAQ3	-
LINC00882	-
BABAM2-AS1	BRE-AS1
GPR75-ASB3	ASB-3
GPR75-ASB3	ASB3
DDX11L3	-
CSPG4P13	-
DELXQ28	MICRODELXq28
PVNH3	-
PVNH5	-
STQTL18	-
STQTL19	-
STQTL20	-
MTBS3	-
GPN3P1	-
DLG2-AS1	DLG2-AS
DLG2-AS1	DLG2AS
DLG2-AS1	PSZA11q14
DLG2-AS1	SZ-1
LINC00184	HANC
LINC00184	NCRNA00184
FTX	LINC00182
FTX	MIR374AHG
FTX	NCRNA00182
HTGH	DEL17q24
B6QTL1	-
BMIQ15	-
CTRCT34	CATC3
ARHI2	-
TMED7-TICAM2	MyD88-4
TMED7-TICAM2	TICAM-2
TMED7-TICAM2	TICAM2
TMED7-TICAM2	TIRAP3
TMED7-TICAM2	TIRP
TMED7-TICAM2	TRAM
ZNF861P	-
RNU6-21P	RNU6-21
PCNA-AS1	PCNA-AS
PCNA-AS1	PCNAAS
FAS-AS1	FAS-AS
FAS-AS1	FASAS
FAS-AS1	SAF
RNU6-15P	RNU6-15
RNU6-42P	RNU6-42
SNORA80B	ACA67B
NCRUPAR	NCRNA00193
NCRUPAR	ncR-uPAR
NCLP1	-
TSNAX-DISC1	-
ZEB2-AS1	ZEB2-AS
ZEB2-AS1	ZEB2AS
ZEB2-AS1	ZEB2NAT
IDDM24	-
PBC2	-
PBC3	-
SLC25A5-AS1	-
LSM3P5	-
LSM3P2	-
LSM3P1	-
LOC100303749	-
PET117	CSRP2BP
NBLST4	-
NBLST5	-
NBLST6	-
FL1	-
PITPNA-AS1	-
NDUFAF4P1	-
DEL19Q13.11	C19DELq13.11
DEL19Q13.11	C19DELq13.11d
ATFB8	-
BCC1	-
BCC2	-
BCC3	-
BCC4	-
BCC5	-
BCC6	-
CHMP4BP1	-
OTX2-AS1	OTX2OS1
DUPXP11.23P11.22	CXDUPp11.23p11.22
ATOD7	-
LOC100310756	-
LOC100310782	-
ALL1	-
ALL2	-
SPDYE2B	SPDYE2L
LOC100310835	-
VDAC1P3	-
VDAC1P7	-
VDAC1P8	-
VDAC1P11	-
RBPJP1	IGKJRBP1
RBPJP1	RBPSUHP1
ANKRD61	-
SNRPCP4	-
SNRPCP19	-
SNRPCP11	-
SNRPCP8	-
SNRPCP7	-
SNRPCP9	-
SNRPCP12	-
SNRPCP14	-
SNRPCP6	-
SNRPCP15	-
IGKV2OR2-7D	-
VN1R56P	-
VN1R20P	-
VN1R24P	-
VN1R25P	-
VN1R26P	-
VN1R27P	-
VN1R28P	-
VN1R29P	-
VN1R31P	-
VN1R32P	-
VN1R35P	-
VN1R36P	-
VN1R39P	-
VN1R40P	-
VN1R41P	-
VN1R42P	-
VN1R43P	-
VN1R45P	-
VN1R47P	-
VN1R48P	-
VN1R49P	VN1R50P
VN1R51P	-
VN1R52P	-
VN1R110P	-
VN1R15P	-
VN1R16P	-
VN1R53P	-
VN1R54P	-
VN1R55P	-
VN1R57P	-
VN1R58P	-
VN1R59P	-
VN1R60P	-
VN1R61P	-
VN1R62P	-
VN1R63P	-
VN1R69P	-
VN1R71P	-
VN1R73P	-
VN1R74P	-
VN1R75P	-
VN1R76P	-
VN1R77P	-
VN1R78P	-
VN1R79P	-
VN1R80P	-
VN1R81P	-
VN1R82P	-
VN1R83P	-
VN1R84P	-
VN1R85P	-
VN1R86P	-
VN1R87P	-
VN1R88P	-
VN1R89P	-
VN1R90P	-
VN1R91P	-
VN1R92P	-
VN1R93P	-
VN1R94P	-
VN1R97P	-
VN1R98P	-
VN1R99P	-
VN1R19P	-
VN1R22P	-
VN1R23P	-
VN1R100P	-
VN1R102P	-
VN1R106P	FKSG41
VN1R107P	-
VN1R108P	-
VN1R109P	-
VN1R111P	-
VN1R72P	-
VN1R112P	-
VN1R44P	-
NPCA2	-
PVOP1	-
GRD1	-
PVOP2	-
IGKV1OR15-118	IGKV1/OR-118
IGKV1OR15-118	IGKV1/OR15-118
IGKV1OR15-118	IGKV1OR118
IGKV1OR15-118	IGKVP2
MFSD1P1	-
MIR320B2	MIR320B-2
MIR320B2	MIRN320B2
MIR320B2	mir-320b-2
MIR548K	MIRN548K
MIR548F2	MIR548F-2
MIR548F2	MIRN548F2
MIR548F2	hsa-mir-548f-2
MIR548M	MIRN548M
MIR548H2	MIR548H-2
MIR548H2	MIRN548H2
MIR302E	MIRN302E
MIR670	hsa-mir-670
MIR759	hsa-mir-759
MIR2117	-
MIR2278	mir-2278
MIR718	hsa-mir-718
PIRC7	-
PIRC10	-
PIRC14	-
PIRC20	-
PIRC23	-
PIRC31	-
PIRC38	-
PIRC42	-
PIRC48	-
PIRC52	-
PIRC55	-
PIRC63	-
PIRC65	-
PIRC73	-
PIRC76	-
PIRC79	-
PIRC90	-
PIRC94	-
PIRC96	-
PIRC104	-
PIRC107	-
PIRC112	-
MIR1255B1	MIR1255B-1
MIR1255B1	MIRN1255B1
PIRC4	-
PIRC12	-
PIRC17	-
PIRC24	-
PIRC32	-
PIRC37	-
PIRC45	-
PIRC50	-
PIRC54	-
PIRC62	-
PIRC67	-
PIRC71	-
PIRC80	-
PIRC84	-
PIRC97	-
MIR513B	MIRN513B
MIR663B	MIRN663B
MIR663B	mir-663b
MIR548O	MIRN548O
MIR548H1	MIR548H-1
MIR548H1	MIRN548H1
MIR1255B2	MIR1255B-2
MIR1255B2	MIRN1255B2
MIR1255B2	hsa-mir-1255b-2
MIR762	hsa-mir-762
MIR764	hsa-mir-764
MIR2114	-
MIR2115	-
MIR548Q	-
MIR2276	-
MIR711	hsa-mir-711
PIRC1	-
PIRC5	-
PIRC6	-
PIRC9	-
PIRC15	-
PIRC16	-
PIRC22	-
PIRC25	-
PIRC26	-
PIRC30	-
PIRC33	-
PIRC35	-
PIRC39	-
PIRC43	-
PIRC46	-
PIRC47	-
PIRC51	-
PIRC53	-
PIRC56	-
PIRC60	-
PIRC64	-
PIRC66	-
PIRC70	-
PIRC72	-
PIRC77	-
PIRC78	-
PIRC81	-
PIRC85	-
PIRC87	-
PIRC89	-
PIRC98	-
PIRC99	-
PIRC102	-
PIRC106	-
PIRC108	-
PIRC110	-
PIRC113	-
PIRC114	-
MIR548H4	MIR548H-4
MIR548H4	MIRN548H4
MIR548H4	hsa-mir-548h-4
MIR2116	mir-2116
MIR2277	mir-2277
PIRC101	-
PIRC34	-
PIRC83	-
MIR761	hsa-mir-761
PIRC28	-
PIRC88	-
MIR548F4	MIR548F-4
MIR548F4	MIRN548F4
MIR548F4	hsa-mir-548f-4
MIR320D1	MIR320D-1
MIR320D1	MIRN320D1
MIR320D1	mir-320d-1
PIRC11	-
PIRC40	-
PIRC61	-
PIRC91	-
PIRC103	-
PIRC3	-
PIRC18	-
PIRC27	-
PIRC44	-
PIRC59	-
PIRC69	-
PIRC86	-
PIRC100	-
PIRC109	-
MIR548J	MIRN548J
MIR548J	hsa-mir-548j
PIRC8	-
PIRC21	-
PIRC41	-
PIRC58	-
PIRC75	-
PIRC92	-
MIR548E	MIRN548E
MIR548E	hsa-mir-548e
MIR449C	mir-449c
PIRC2	-
PIRC13	-
PIRC19	-
PIRC29	-
PIRC36	-
PIRC49	-
PIRC57	-
PIRC68	-
PIRC74	-
PIRC82	-
PIRC93	-
PIRC95	-
PIRC105	-
PIRC111	-
MIR548G	MIRN548G
MIR548G	hsa-mir-548g
LOC100313942	-
BRV2	-
RFKP1	-
LOC100313968	-
GLM8	-
ARF4P5	-
HOTTIP	HOXA-AS6
HOTTIP	HOXA13-AS1
HOTTIP	NCRNA00213
SAP25	-
SLEB14	-
PPP2R2DP1	-
LOC100328982	-
GCSHP5	-
GCSHP3	-
LOC100329129	-
TRPC5OS	TRPC5-AS1
AAA1	AAA
LGV2	LVG2
CRCS9	-
SCZD13	-
LOC100335030	-
FMO7P	-
FMO11P	-
SNORA70F	U70F
CSN1S2BP	CSN1S2B
DDX11L4	-
CT45B1P	-
SCA30	-
LINC00102	NCRNA00102
DFNA58	-
HSPD1P11	HSPD1-11P
HSPD1P18	HSPD1-1P
DFNB85	-
DFNB83	-
MYP17	MYP4
SPG41	-
PARK16	-
MYP18	-
MYP14	-
SNORA70G	U70G
SNORA70D	U70D
NCLP2	bA85L21.1
MACROD2-AS1	BA318C17.1
MACROD2-AS1	NCRNA00186
ECT	BECTS
HRM2	-
SLEB15	-
SPAX3	ARSAL
DUP5P13	C5DUPp13
DUP17P13.3	C17DUPp13.3
QTV	-
FGQTL2	BWQTL1
FGQTL3	-
SPDA3	-
TMED11P	p24a1
TMED11P	p24alpha1
LOC100379224	-
LOC100379236	-
BOK-AS1	BOK-AS
BOK-AS1	BOKAS
BOK-AS1	NAToB
BOK-AS1	NCRNA00151
SNORA70E	U70E
NPPA-AS1	NPPA-AS
NPPA-AS1	NPPAAS
RNY4P6	-
RNY4P11	-
LOC100379290	-
RNY4P15	-
RNY4P8	-
RNY4P13	-
RNY4P4	-
RNY4P18	-
RNY4P5	-
RNY4P9	-
ERVW-2	ERVWE2
ERVW-2	NTrenv
MIR181A2HG	-
RNY4P20	-
RNY4P17	-
BACE1-AS	BACE1-AS1
BACE1-AS	BACE1AS
BACE1-AS	NCRNA00177
RNY4P14	-
RNY4P10	-
LARP1P1	HCG10P
LARP1P1	dJ221C16.7
RNY5P5	-
GRIK1-AS2	C21orf41
GRIK1-AS2	NCRNA00258
RNY5P6	-
RNY5P3	-
RNY5P1	-
NEK2P2	-
RNY5P4	-
NDUFB1P2	-
FECD3	FCD2
FECD5	FCD3
FECD7	FCD4
NAFLD1	FLD1
RNY5P8	-
ZNF848P	-
TMPRSS11CP	-
NEK2P4	-
HCHGQ1	-
HCHGQ2	-
HCHGQ3	-
CIHL	-
RNY5P2	-
CAMPD1	-
ARCODS	-
DYNLT3P2	-
ZBED6	MGR
IGHV1OR15-5	IGHV1OR155
RRAS2P2	-
DUPXQ28	CXq28
GLM5	-
GLM6	-
ASRT8	-
HWE1	-
HWE2	-
DEL17Q23.1Q23.2	C17DELq23.1q23.2
DEL2P21	C2DELp21
MGR9	-
LOC100418696	-
LOC100418700	-
LOC100418701	-
LOC100418703	-
LOC100418705	-
FXNP2	-
LOC100418707	-
CLUHP1	KIAA0664P1
CLUHP2	KIAA0664P2
LOC100418710	-
CLUHP4	KIAA0664P4
LOC100418712	-
LOC100418713	-
LOC100418714	-
SEPTIN7P4	SEPT7P4
LOC100418716	-
SEPTIN7P5	SEPT7P5
CLUHP7	-
SEPTIN7P6	SEPT7P6
LOC100418721	-
CFAP97P1	-
LOC100418723	-
CCNJP2	-
KRT8P40	-
LOC100418730	-
AKIRIN1P1	-
LOC100418732	-
CLUHP8	-
LOC100418734	-
SEPTIN7P8	SEPT7P8
GOLGA5P1	-
KRT8P33	-
DNM1P48	-
PPP1R26P1	KIAA0649P1
CLUHP9	-
CCNL2P1	-
KRT8P46	-
CLUHP5	KIAA0664P5
KRT8P35	-
KRT8P36	-
KRT8P42	-
GOLGA2P1	-
LOC100418753	-
CLUHP6	-
CLUHP11	-
LOC100418759	-
CCNT2P1	-
LOC100418768	-
KRT18P52	-
KRT18P26	-
PHBP4	-
KRT127P	KRT3P1
KRT8P39	-
KRT18P54	-
KRT8P38	-
PHBP8	-
KRT8P34	-
MTDHP1	-
PHBP10	-
IPO8P1	-
PHBP12	-
LOC100418822	-
KRT125P	-
KRT18P60	-
MTDHP3	-
MTDHP4	-
MTDHP2	-
MTDHP5	-
PHBP2	-
PHBP13	-
LOC100418848	-
KRT43P	-
SPECC1P1	-
KRT18P61	-
LOC100418868	-
CYTH1P1	-
LOC100418874	-
KRT18P7	-
NBEAP2	BCL8D
LOC100418882	-
LOC100418883	-
LOC100418884	-
LOC100418885	-
TAGLN2P1	-
LOC100418888	-
STX18P1	-
GYG2P2	-
NBEAP4	-
LOC100418898	-
TUBBP10	-
NBEAP5	-
NBEAP6	-
NBEAP3	BCL8C
SFXN4P1	-
GLRX3P1	-
ACTG1P14	-
TNPO1P1	-
ACTG1P13	-
ACTG1P12	-
LOC100418923	-
ACTG1P18	-
RDM1P3	-
TUBB8P1	-
LOC100418938	-
LOC100418939	-
LOC100418940	-
PRDX4P2	-
PRDX2P3	-
PRDX4P1	-
ACTG1P15	-
PRDX3P4	-
LOC100418956	-
LOC100418957	-
LOC100418959	-
ACTG1P16	-
LOC100418961	-
TUBB6P1	-
LOC100418965	-
SNX2P1	-
SNX18P14	-
CSP1	-
TUBB4BP2	-
SNX18P3	-
SNX18P4	-
SNX18P5	SNX18P6
SNX18P7	-
SNX18P8	-
NF1P12	-
LOC100418986	-
LOC100418987	-
LOC100418988	-
LOC100418989	-
LOC100418990	-
LOC100418991	-
